x,y,WINDCHILL,TEMP,WIND_DIRECTION_FLAG,HUMIDEX_FLAG,RELATIVE_HUMIDITY_FLAG,UTC_YEAR,LOCAL_MONTH,LOCAL_HOUR,WIND_SPEED_FLAG,HUMIDEX,DEW_POINT_TEMP,WIND_SPEED,STATION_PRESSURE,PROVINCE_CODE,PRECIP_AMOUNT_FLAG,WIND_DIRECTION,WINDCHILL_FLAG,LOCAL_YEAR,PRECIP_AMOUNT,TEMP_FLAG,VISIBILITY,UTC_MONTH,WEATHER_ENG_DESC,ID,UTC_DAY,CLIMATE_IDENTIFIER,LOCAL_DAY,DEW_POINT_TEMP_FLAG,STATION_PRESSURE_FLAG,LOCAL_DATE,STATION_NAME,UTC_DATE,VISIBILITY_FLAG,WEATHER_FRE_DESC,RELATIVE_HUMIDITY
-76.59944444444444,44.223333333333336,,22.0,,,,2024,8,9,,29,19.4,28,100.01,ON,,17,,2024,0,,,8,NA,6104142.2024.8.17.9,17,6104142,17,,,2024-08-17 09:00:00,KINGSTON CLIMATE,2024-08-17T14:00:00,,ND,85
-76.59944444444444,44.223333333333336,,22.7,,,,2024,8,10,,30,19.9,28,100.02,ON,,16,,2024,0,,,8,NA,6104142.2024.8.17.10,17,6104142,17,,,2024-08-17 10:00:00,KINGSTON CLIMATE,2024-08-17T15:00:00,,ND,84
-76.59944444444444,44.223333333333336,,23.2,,,,2024,8,11,,31,20.3,25,99.98,ON,,16,,2024,0,,,8,NA,6104142.2024.8.17.11,17,6104142,17,,,2024-08-17 11:00:00,KINGSTON CLIMATE,2024-08-17T16:00:00,,ND,84
-76.59944444444444,44.223333333333336,,23.6,,,,2024,8,12,,32,20.8,23,99.93,ON,,15,,2024,0,,,8,NA,6104142.2024.8.17.12,17,6104142,17,,,2024-08-17 12:00:00,KINGSTON CLIMATE,2024-08-17T17:00:00,,ND,84
-76.59944444444444,44.223333333333336,,24.6,,,,2024,8,13,,34,21.9,19,99.88,ON,,16,,2024,0.1,,,8,NA,6104142.2024.8.17.13,17,6104142,17,,,2024-08-17 13:00:00,KINGSTON CLIMATE,2024-08-17T18:00:00,,ND,85
-76.59944444444444,44.223333333333336,,24.3,,,,2024,8,14,,33,21.2,21,99.86,ON,,16,,2024,0,,,8,NA,6104142.2024.8.17.14,17,6104142,17,,,2024-08-17 14:00:00,KINGSTON CLIMATE,2024-08-17T19:00:00,,ND,83
-76.59944444444444,44.223333333333336,,24.6,,,,2024,8,15,,33,20.7,24,99.83,ON,,15,,2024,0,,,8,NA,6104142.2024.8.17.15,17,6104142,17,,,2024-08-17 15:00:00,KINGSTON CLIMATE,2024-08-17T20:00:00,,ND,79
-76.59944444444444,44.223333333333336,,24.3,,,,2024,8,16,,32,20.6,24,99.8,ON,,15,,2024,0,,,8,NA,6104142.2024.8.17.16,17,6104142,17,,,2024-08-17 16:00:00,KINGSTON CLIMATE,2024-08-17T21:00:00,,ND,80
-76.59944444444444,44.223333333333336,,23.7,,,,2024,8,17,,32,20.3,25,99.76,ON,,15,,2024,0,,,8,NA,6104142.2024.8.17.17,17,6104142,17,,,2024-08-17 17:00:00,KINGSTON CLIMATE,2024-08-17T22:00:00,,ND,81
-76.59944444444444,44.223333333333336,,23.5,,,,2024,8,18,,31,20.2,29,99.69,ON,,15,,2024,0,,,8,NA,6104142.2024.8.17.18,17,6104142,17,,,2024-08-17 18:00:00,KINGSTON CLIMATE,2024-08-17T23:00:00,,ND,82
-76.59944444444444,44.223333333333336,,23.2,,,,2024,8,19,,31,20.3,25,99.78,ON,,16,,2024,0,,,8,NA,6104142.2024.8.17.19,18,6104142,17,,,2024-08-17 19:00:00,KINGSTON CLIMATE,2024-08-18T00:00:00,,ND,84
-76.59944444444444,44.223333333333336,,23.0,,,,2024,8,20,,31,20.1,25,99.76,ON,,15,,2024,0,,,8,NA,6104142.2024.8.17.20,18,6104142,17,,,2024-08-17 20:00:00,KINGSTON CLIMATE,2024-08-18T01:00:00,,ND,84
-76.59944444444444,44.223333333333336,,22.7,,,,2024,8,21,,30,19.8,30,99.76,ON,,15,,2024,0,,,8,NA,6104142.2024.8.17.21,18,6104142,17,,,2024-08-17 21:00:00,KINGSTON CLIMATE,2024-08-18T02:00:00,,ND,84
-76.59944444444444,44.223333333333336,,22.5,,,,2024,8,22,,30,19.6,32,99.79,ON,,16,,2024,0,,,8,NA,6104142.2024.8.17.22,18,6104142,17,,,2024-08-17 22:00:00,KINGSTON CLIMATE,2024-08-18T03:00:00,,ND,84
-76.59944444444444,44.223333333333336,,22.3,,,,2024,8,23,,30,19.6,29,99.76,ON,,16,,2024,0,,,8,NA,6104142.2024.8.17.23,18,6104142,17,,,2024-08-17 23:00:00,KINGSTON CLIMATE,2024-08-18T04:00:00,,ND,84
-76.59944444444444,44.223333333333336,,22.2,,,,2024,8,0,,29,19.6,27,99.74,ON,,16,,2024,0,,,8,NA,6104142.2024.8.18.0,18,6104142,18,,,2024-08-18 00:00:00,KINGSTON CLIMATE,2024-08-18T05:00:00,,ND,85
-76.59944444444444,44.223333333333336,,22.1,,,,2024,8,1,,29,19.4,27,99.71,ON,,15,,2024,0,,,8,NA,6104142.2024.8.18.1,18,6104142,18,,,2024-08-18 01:00:00,KINGSTON CLIMATE,2024-08-18T06:00:00,,ND,85
-76.59944444444444,44.223333333333336,,22.0,,,,2024,8,2,,29,19.5,26,99.74,ON,,17,,2024,0,,,8,NA,6104142.2024.8.18.2,18,6104142,18,,,2024-08-18 02:00:00,KINGSTON CLIMATE,2024-08-18T07:00:00,,ND,86
-76.59944444444444,44.223333333333336,,21.6,,,,2024,8,3,,29,19.5,28,99.7,ON,,16,,2024,0.3,,,8,NA,6104142.2024.8.18.3,18,6104142,18,,,2024-08-18 03:00:00,KINGSTON CLIMATE,2024-08-18T08:00:00,,ND,88
-76.59944444444444,44.223333333333336,,21.2,,,,2024,8,4,,28,19.5,22,99.69,ON,,17,,2024,0.5,,,8,NA,6104142.2024.8.18.4,18,6104142,18,,,2024-08-18 04:00:00,KINGSTON CLIMATE,2024-08-18T09:00:00,,ND,90
-76.59944444444444,44.223333333333336,,21.1,,,,2024,8,5,,28,19.1,24,99.69,ON,,15,,2024,2.1,,,8,NA,6104142.2024.8.18.5,18,6104142,18,,,2024-08-18 05:00:00,KINGSTON CLIMATE,2024-08-18T10:00:00,,ND,88
-76.59944444444444,44.223333333333336,,21.4,,,,2024,8,6,,28,19.1,27,99.73,ON,,16,,2024,1.7,,,8,NA,6104142.2024.8.18.6,18,6104142,18,,,2024-08-18 06:00:00,KINGSTON CLIMATE,2024-08-18T11:00:00,,ND,87
-76.59944444444444,44.223333333333336,,21.3,,,,2024,8,7,,28,19.3,27,99.71,ON,,15,,2024,0,,,8,NA,6104142.2024.8.18.7,18,6104142,18,,,2024-08-18 07:00:00,KINGSTON CLIMATE,2024-08-18T12:00:00,,ND,88
-76.59944444444444,44.223333333333336,,21.8,,,,2024,8,8,,29,19.1,30,99.67,ON,,15,,2024,0,,,8,NA,6104142.2024.8.18.8,18,6104142,18,,,2024-08-18 08:00:00,KINGSTON CLIMATE,2024-08-18T13:00:00,,ND,85
-76.59944444444444,44.223333333333336,,22.0,,,,2024,8,9,,29,19.3,28,99.68,ON,,16,,2024,0,,,8,NA,6104142.2024.8.18.9,18,6104142,18,,,2024-08-18 09:00:00,KINGSTON CLIMATE,2024-08-18T14:00:00,,ND,85
-76.59944444444444,44.223333333333336,,21.8,,,,2024,8,10,,29,19.6,26,99.7,ON,,16,,2024,0,,,8,NA,6104142.2024.8.18.10,18,6104142,18,,,2024-08-18 10:00:00,KINGSTON CLIMATE,2024-08-18T15:00:00,,ND,88
-76.59944444444444,44.223333333333336,,22.7,,,,2024,8,11,,30,20.2,29,99.65,ON,,16,,2024,0,,,8,NA,6104142.2024.8.18.11,18,6104142,18,,,2024-08-18 11:00:00,KINGSTON CLIMATE,2024-08-18T16:00:00,,ND,86
-76.59944444444444,44.223333333333336,,23.3,,,,2024,8,12,,31,20.6,22,99.64,ON,,17,,2024,0,,,8,NA,6104142.2024.8.18.12,18,6104142,18,,,2024-08-18 12:00:00,KINGSTON CLIMATE,2024-08-18T17:00:00,,ND,85
-76.59944444444444,44.223333333333336,,24.0,,,,2024,8,13,,33,21.1,19,99.58,ON,,16,,2024,0,,,8,NA,6104142.2024.8.18.13,18,6104142,18,,,2024-08-18 13:00:00,KINGSTON CLIMATE,2024-08-18T18:00:00,,ND,84
-76.59944444444444,44.223333333333336,,24.4,,,,2024,8,14,,33,21.1,17,99.54,ON,,18,,2024,0,,,8,NA,6104142.2024.8.18.14,18,6104142,18,,,2024-08-18 14:00:00,KINGSTON CLIMATE,2024-08-18T19:00:00,,ND,82
-76.59944444444444,44.223333333333336,,24.2,,,,2024,8,15,,33,21.0,15,99.5,ON,,18,,2024,0,,,8,NA,6104142.2024.8.18.15,18,6104142,18,,,2024-08-18 15:00:00,KINGSTON CLIMATE,2024-08-18T20:00:00,,ND,83
-76.59944444444444,44.223333333333336,,23.2,,,,2024,8,16,,31,20.6,19,99.49,ON,,17,,2024,0,,,8,NA,6104142.2024.8.18.16,18,6104142,18,,,2024-08-18 16:00:00,KINGSTON CLIMATE,2024-08-18T21:00:00,,ND,85
-76.59944444444444,44.223333333333336,,22.7,,,,2024,8,17,,31,20.4,17,99.45,ON,,17,,2024,0,,,8,NA,6104142.2024.8.18.17,18,6104142,18,,,2024-08-18 17:00:00,KINGSTON CLIMATE,2024-08-18T22:00:00,,ND,87
-76.59944444444444,44.223333333333336,,22.8,,,,2024,8,18,,31,20.5,7,99.45,ON,,17,,2024,0,,,8,NA,6104142.2024.8.18.18,18,6104142,18,,,2024-08-18 18:00:00,KINGSTON CLIMATE,2024-08-18T23:00:00,,ND,87
-76.59944444444444,44.223333333333336,,22.2,,,,2024,8,19,,30,20.4,11,99.47,ON,,17,,2024,0,,,8,NA,6104142.2024.8.18.19,19,6104142,18,,,2024-08-18 19:00:00,KINGSTON CLIMATE,2024-08-19T00:00:00,,ND,90
-76.59944444444444,44.223333333333336,,21.9,,,,2024,8,20,,29,20.0,12,99.49,ON,,18,,2024,0,,,8,NA,6104142.2024.8.18.20,19,6104142,18,,,2024-08-18 20:00:00,KINGSTON CLIMATE,2024-08-19T01:00:00,,ND,89
-76.59944444444444,44.223333333333336,,21.9,,,,2024,8,21,,30,20.9,11,99.48,ON,,18,,2024,0,,,8,NA,6104142.2024.8.18.21,19,6104142,18,,,2024-08-18 21:00:00,KINGSTON CLIMATE,2024-08-19T02:00:00,,ND,94
-76.59944444444444,44.223333333333336,,22.0,,,,2024,8,22,,31,21.1,11,99.5,ON,,20,,2024,0,,,8,NA,6104142.2024.8.18.22,19,6104142,18,,,2024-08-18 22:00:00,KINGSTON CLIMATE,2024-08-19T03:00:00,,ND,95
-76.59944444444444,44.223333333333336,,21.6,,,,2024,8,23,,30,20.8,10,99.48,ON,,22,,2024,0,,,8,NA,6104142.2024.8.18.23,19,6104142,18,,,2024-08-18 23:00:00,KINGSTON CLIMATE,2024-08-19T04:00:00,,ND,95
-76.59944444444444,44.223333333333336,,21.1,,,,2024,8,0,,29,20.4,8,99.45,ON,,31,,2024,0,,,8,NA,6104142.2024.8.19.0,19,6104142,19,,,2024-08-19 00:00:00,KINGSTON CLIMATE,2024-08-19T05:00:00,,ND,96
-76.59944444444444,44.223333333333336,,20.3,,,,2024,8,1,,27,19.2,15,99.42,ON,,34,,2024,0,,,8,NA,6104142.2024.8.19.1,19,6104142,19,,,2024-08-19 01:00:00,KINGSTON CLIMATE,2024-08-19T06:00:00,,ND,93
-76.59944444444444,44.223333333333336,,19.0,,,,2024,8,2,,,17.6,20,99.43,ON,,34,,2024,0,,,8,NA,6104142.2024.8.19.2,19,6104142,19,,,2024-08-19 02:00:00,KINGSTON CLIMATE,2024-08-19T07:00:00,,ND,92
-76.59944444444444,44.223333333333336,,17.6,,,,2024,8,3,,,16.4,22,99.44,ON,,35,,2024,0.5,,,8,NA,6104142.2024.8.19.3,19,6104142,19,,,2024-08-19 03:00:00,KINGSTON CLIMATE,2024-08-19T08:00:00,,ND,93
-76.59944444444444,44.223333333333336,,17.0,,,,2024,8,4,,,16.3,19,99.46,ON,,36,,2024,5.1,,,8,NA,6104142.2024.8.19.4,19,6104142,19,,,2024-08-19 04:00:00,KINGSTON CLIMATE,2024-08-19T09:00:00,,ND,96
-76.59944444444444,44.223333333333336,,16.6,,,,2024,8,5,,,15.3,20,99.5,ON,,35,,2024,0.8,,,8,NA,6104142.2024.8.19.5,19,6104142,19,,,2024-08-19 05:00:00,KINGSTON CLIMATE,2024-08-19T10:00:00,,ND,92
-76.59944444444444,44.223333333333336,,16.4,,,,2024,8,6,,,14.6,21,99.55,ON,,36,,2024,0,,,8,NA,6104142.2024.8.19.6,19,6104142,19,,,2024-08-19 06:00:00,KINGSTON CLIMATE,2024-08-19T11:00:00,,ND,89
-76.59944444444444,44.223333333333336,,16.5,,,,2024,8,7,,,14.4,24,99.6,ON,,36,,2024,0,,,8,NA,6104142.2024.8.19.7,19,6104142,19,,,2024-08-19 07:00:00,KINGSTON CLIMATE,2024-08-19T12:00:00,,ND,87
-76.59944444444444,44.223333333333336,,16.4,,,,2024,8,8,,,13.7,30,99.66,ON,,36,,2024,0,,,8,NA,6104142.2024.8.19.8,19,6104142,19,,,2024-08-19 08:00:00,KINGSTON CLIMATE,2024-08-19T13:00:00,,ND,84
-76.59944444444444,44.223333333333336,,16.3,,,,2024,8,9,,,13.4,25,99.72,ON,,1,,2024,0,,,8,NA,6104142.2024.8.19.9,19,6104142,19,,,2024-08-19 09:00:00,KINGSTON CLIMATE,2024-08-19T14:00:00,,ND,83
-76.59944444444444,44.223333333333336,,15.6,,,,2024,8,10,,,12.9,28,99.79,ON,,35,,2024,0,,,8,NA,6104142.2024.8.19.10,19,6104142,19,,,2024-08-19 10:00:00,KINGSTON CLIMATE,2024-08-19T15:00:00,,ND,84
-76.59944444444444,44.223333333333336,,14.5,,,,2024,8,11,,,13.3,23,99.81,ON,,35,,2024,0,,,8,NA,6104142.2024.8.19.11,19,6104142,19,,,2024-08-19 11:00:00,KINGSTON CLIMATE,2024-08-19T16:00:00,,ND,92
-76.59944444444444,44.223333333333336,,14.0,,,,2024,8,12,,,12.7,26,99.88,ON,,34,,2024,1.6,,,8,NA,6104142.2024.8.19.12,19,6104142,19,,,2024-08-19 12:00:00,KINGSTON CLIMATE,2024-08-19T17:00:00,,ND,92
-76.59944444444444,44.223333333333336,,13.9,,,,2024,8,13,,,12.6,19,99.94,ON,,35,,2024,1.7,,,8,NA,6104142.2024.8.19.13,19,6104142,19,,,2024-08-19 13:00:00,KINGSTON CLIMATE,2024-08-19T18:00:00,,ND,92
-76.59944444444444,44.223333333333336,,13.8,,,,2024,8,14,,,11.7,29,99.99,ON,,35,,2024,0.5,,,8,NA,6104142.2024.8.19.14,19,6104142,19,,,2024-08-19 14:00:00,KINGSTON CLIMATE,2024-08-19T19:00:00,,ND,87
-76.59944444444444,44.223333333333336,,13.7,,,,2024,8,15,,,11.2,26,100.03,ON,,35,,2024,0,,,8,NA,6104142.2024.8.19.15,19,6104142,19,,,2024-08-19 15:00:00,KINGSTON CLIMATE,2024-08-19T20:00:00,,ND,85
-76.59944444444444,44.223333333333336,,14.2,,,,2024,8,16,,,10.9,25,100.07,ON,,35,,2024,0,,,8,NA,6104142.2024.8.19.16,19,6104142,19,,,2024-08-19 16:00:00,KINGSTON CLIMATE,2024-08-19T21:00:00,,ND,81
-76.59944444444444,44.223333333333336,,14.5,,,,2024,8,17,,,10.5,20,100.13,ON,,36,,2024,0,,,8,NA,6104142.2024.8.19.17,19,6104142,19,,,2024-08-19 17:00:00,KINGSTON CLIMATE,2024-08-19T22:00:00,,ND,77
-76.59944444444444,44.223333333333336,,14.4,,,,2024,8,18,,,9.8,17,100.21,ON,,33,,2024,0,,,8,NA,6104142.2024.8.19.18,19,6104142,19,,,2024-08-19 18:00:00,KINGSTON CLIMATE,2024-08-19T23:00:00,,ND,74
-76.59944444444444,44.223333333333336,,13.8,,,,2024,8,19,,,9.1,18,100.26,ON,,35,,2024,0,,,8,NA,6104142.2024.8.19.19,20,6104142,19,,,2024-08-19 19:00:00,KINGSTON CLIMATE,2024-08-20T00:00:00,,ND,73
-76.59944444444444,44.223333333333336,,11.9,,,,2024,8,20,,,9.0,12,100.32,ON,,32,,2024,0,,,8,NA,6104142.2024.8.19.20,20,6104142,19,,,2024-08-19 20:00:00,KINGSTON CLIMATE,2024-08-20T01:00:00,,ND,82
-76.59944444444444,44.223333333333336,,11.0,,,,2024,8,21,,,8.7,10,100.32,ON,,31,,2024,0,,,8,NA,6104142.2024.8.19.21,20,6104142,19,,,2024-08-19 21:00:00,KINGSTON CLIMATE,2024-08-20T02:00:00,,ND,86
-76.59944444444444,44.223333333333336,,12.1,,,,2024,8,22,,,8.9,18,100.39,ON,,32,,2024,0,,,8,NA,6104142.2024.8.19.22,20,6104142,19,,,2024-08-19 22:00:00,KINGSTON CLIMATE,2024-08-20T03:00:00,,ND,81
-76.59944444444444,44.223333333333336,,11.9,,,,2024,8,23,,,7.4,18,100.41,ON,,34,,2024,0,,,8,NA,6104142.2024.8.19.23,20,6104142,19,,,2024-08-19 23:00:00,KINGSTON CLIMATE,2024-08-20T04:00:00,,ND,74
-76.59944444444444,44.223333333333336,,10.5,,,,2024,8,0,,,6.8,17,100.37,ON,,33,,2024,0,,,8,NA,6104142.2024.8.20.0,20,6104142,20,,,2024-08-20 00:00:00,KINGSTON CLIMATE,2024-08-20T05:00:00,,ND,78
-76.59944444444444,44.223333333333336,,9.6,,,,2024,8,1,,,7.0,15,100.33,ON,,34,,2024,0,,,8,NA,6104142.2024.8.20.1,20,6104142,20,,,2024-08-20 01:00:00,KINGSTON CLIMATE,2024-08-20T06:00:00,,ND,83
-76.59944444444444,44.223333333333336,,9.6,,,,2024,8,2,,,7.4,16,100.32,ON,,33,,2024,0,,,8,NA,6104142.2024.8.20.2,20,6104142,20,,,2024-08-20 02:00:00,KINGSTON CLIMATE,2024-08-20T07:00:00,,ND,86
-76.59944444444444,44.223333333333336,,9.5,,,,2024,8,3,,,7.7,13,100.33,ON,,33,,2024,0,,,8,NA,6104142.2024.8.20.3,20,6104142,20,,,2024-08-20 03:00:00,KINGSTON CLIMATE,2024-08-20T08:00:00,,ND,89
-76.59944444444444,44.223333333333336,,9.9,,,,2024,8,4,,,8.3,14,100.36,ON,,32,,2024,0,,,8,NA,6104142.2024.8.20.4,20,6104142,20,,,2024-08-20 04:00:00,KINGSTON CLIMATE,2024-08-20T09:00:00,,ND,90
-76.59944444444444,44.223333333333336,,10.8,,,,2024,8,5,,,8.9,16,100.4,ON,,32,,2024,0,,,8,NA,6104142.2024.8.20.5,20,6104142,20,,,2024-08-20 05:00:00,KINGSTON CLIMATE,2024-08-20T10:00:00,,ND,88
-76.59944444444444,44.223333333333336,,11.3,,,,2024,8,6,,,9.2,16,100.47,ON,,31,,2024,0,,,8,NA,6104142.2024.8.20.6,20,6104142,20,,,2024-08-20 06:00:00,KINGSTON CLIMATE,2024-08-20T11:00:00,,ND,87
-76.59944444444444,44.223333333333336,,11.6,,,,2024,8,7,,,9.0,20,100.52,ON,,33,,2024,0,,,8,NA,6104142.2024.8.20.7,20,6104142,20,,,2024-08-20 07:00:00,KINGSTON CLIMATE,2024-08-20T12:00:00,,ND,84
-76.59944444444444,44.223333333333336,,13.8,,,,2024,8,8,,,9.6,23,100.51,ON,,34,,2024,0,,,8,NA,6104142.2024.8.20.8,20,6104142,20,,,2024-08-20 08:00:00,KINGSTON CLIMATE,2024-08-20T13:00:00,,ND,76
-76.59944444444444,44.223333333333336,,16.0,,,,2024,8,9,,,10.1,23,100.51,ON,,35,,2024,0,,,8,NA,6104142.2024.8.20.9,20,6104142,20,,,2024-08-20 09:00:00,KINGSTON CLIMATE,2024-08-20T14:00:00,,ND,68
-76.59944444444444,44.223333333333336,,15.0,,,,2024,8,10,,,8.9,23,100.51,ON,,33,,2024,0,,,8,NA,6104142.2024.8.20.10,20,6104142,20,,,2024-08-20 10:00:00,KINGSTON CLIMATE,2024-08-20T15:00:00,,ND,67
-76.59944444444444,44.223333333333336,,16.8,,,,2024,8,11,,,9.8,22,100.5,ON,,33,,2024,0,,,8,NA,6104142.2024.8.20.11,20,6104142,20,,,2024-08-20 11:00:00,KINGSTON CLIMATE,2024-08-20T16:00:00,,ND,63
-76.59944444444444,44.223333333333336,,17.6,,,,2024,8,12,,,10.7,21,100.46,ON,,31,,2024,0,,,8,NA,6104142.2024.8.20.12,20,6104142,20,,,2024-08-20 12:00:00,KINGSTON CLIMATE,2024-08-20T17:00:00,,ND,64
-76.59944444444444,44.223333333333336,,17.3,,,,2024,8,13,,,12.6,11,100.47,ON,,36,,2024,0.4,,,8,NA,6104142.2024.8.20.13,20,6104142,20,,,2024-08-20 13:00:00,KINGSTON CLIMATE,2024-08-20T18:00:00,,ND,74
-76.59944444444444,44.223333333333336,,17.1,,,,2024,8,14,,,9.6,25,100.49,ON,,35,,2024,0,,,8,NA,6104142.2024.8.20.14,20,6104142,20,,,2024-08-20 14:00:00,KINGSTON CLIMATE,2024-08-20T19:00:00,,ND,61
-76.59944444444444,44.223333333333336,,14.4,,,,2024,8,15,,,11.1,16,100.49,ON,,36,,2024,0,,,8,NA,6104142.2024.8.20.15,20,6104142,20,,,2024-08-20 15:00:00,KINGSTON CLIMATE,2024-08-20T20:00:00,,ND,80
-76.59944444444444,44.223333333333336,,16.3,,,,2024,8,16,,,11.8,8,100.49,ON,,29,,2024,0,,,8,NA,6104142.2024.8.20.16,20,6104142,20,,,2024-08-20 16:00:00,KINGSTON CLIMATE,2024-08-20T21:00:00,,ND,75
-76.59944444444444,44.223333333333336,,15.5,,,,2024,8,17,,,11.2,9,100.52,ON,,31,,2024,0,,,8,NA,6104142.2024.8.20.17,20,6104142,20,,,2024-08-20 17:00:00,KINGSTON CLIMATE,2024-08-20T22:00:00,,ND,76
-76.59944444444444,44.223333333333336,,14.9,,,,2024,8,18,,,11.2,14,100.56,ON,,30,,2024,0,,,8,NA,6104142.2024.8.20.18,20,6104142,20,,,2024-08-20 18:00:00,KINGSTON CLIMATE,2024-08-20T23:00:00,,ND,78
-76.59944444444444,44.223333333333336,,13.1,,,,2024,8,19,,,10.4,8,100.56,ON,,35,,2024,0,,,8,NA,6104142.2024.8.20.19,21,6104142,20,,,2024-08-20 19:00:00,KINGSTON CLIMATE,2024-08-21T00:00:00,,ND,83
-76.59944444444444,44.223333333333336,,12.9,,,,2024,8,20,,,10.2,12,100.63,ON,,32,,2024,0,,,8,NA,6104142.2024.8.20.20,21,6104142,20,,,2024-08-20 20:00:00,KINGSTON CLIMATE,2024-08-21T01:00:00,,ND,84
-76.59944444444444,44.223333333333336,,12.8,,,,2024,8,21,,,10.1,14,100.66,ON,,31,,2024,0,,,8,NA,6104142.2024.8.20.21,21,6104142,20,,,2024-08-20 21:00:00,KINGSTON CLIMATE,2024-08-21T02:00:00,,ND,84
-76.59944444444444,44.223333333333336,,12.4,,,,2024,8,22,,,10.0,14,100.64,ON,,34,,2024,0,,,8,NA,6104142.2024.8.20.22,21,6104142,20,,,2024-08-20 22:00:00,KINGSTON CLIMATE,2024-08-21T03:00:00,,ND,85
-76.59944444444444,44.223333333333336,,11.8,,,,2024,8,23,,,9.5,14,100.63,ON,,33,,2024,0,,,8,NA,6104142.2024.8.20.23,21,6104142,20,,,2024-08-20 23:00:00,KINGSTON CLIMATE,2024-08-21T04:00:00,,ND,86
-76.59944444444444,44.223333333333336,,11.7,,,,2024,8,0,,,9.4,14,100.61,ON,,33,,2024,0,,,8,NA,6104142.2024.8.21.0,21,6104142,21,,,2024-08-21 00:00:00,KINGSTON CLIMATE,2024-08-21T05:00:00,,ND,86
-76.59944444444444,44.223333333333336,,11.5,,,,2024,8,1,,,9.5,16,100.6,ON,,33,,2024,0,,,8,NA,6104142.2024.8.21.1,21,6104142,21,,,2024-08-21 01:00:00,KINGSTON CLIMATE,2024-08-21T06:00:00,,ND,87
